ph,Hardness,Solids,Conductivity,Turbidity,Potability,Timestamp,Pressure_(bar),Flow_Rate_(L/s),Temperature_(°C),Leak_Status,Pressure_Flow_Ratio
6.217273135,130.9444639,19460.38282,556.65371,5.325833446,0,2024-01-01 06:00:00,3.919291814,167.1944076,11.70196903,0,0.023441524571662768
8.67993497,242.2286673,22984.05095,352.9425881,3.873470298,0,2024-01-01 06:05:00,3.162295752,183.1556274,15.26372519,0,0.017265621574890252
7.080794504263196,219.3009142,14859.46642,425.2135748,4.655916599,0,2024-01-01 06:10:00,3.755445811,180.0303058,22.57721146,0,0.02086007572065125
6.897322141,211.3601667,25650.77764,383.0143102,5.02278363,0,2024-01-01 06:15:00,3.732790089,155.9363341,11.22023171,0,0.023937911010567997
3.514545529,158.7320758,23029.66361,307.379142,3.762615331,0,2024-01-01 06:20:00,3.820539953,85.50277905,23.6154056,0,0.04468322545125508
3.722500486,163.6397469,37962.16799,467.5629729,3.662837732,0,2024-01-01 06:25:00,3.665720374,133.7606375,16.36333014,0,0.027405075532777722
6.455004797,176.6839728,24468.04839,477.5813462,2.293431406,0,2024-01-01 06:30:00,2.880523261,110.780313,18.57209538,0,0.02600212242585016
7.316804754,217.522862,31903.39981,425.9134002,3.50837265,0,2024-01-01 06:35:00,3.616317485,152.1559141,13.56259707,0,0.023767183197514637
1.844538366,233.7643427,28689.59578,410.3872638,5.013463351,0,2024-01-01 06:40:00,3.802898692,83.53937578,24.44833809,0,0.04552223016383185
5.519125656,168.728583,12531.60192,443.5703721,3.75899586,0,2024-01-01 06:45:00,2.565101175,188.6964995,23.78673573,0,0.013593793111143539
7.408985467,204.9617498,9566.12227,504.1459941,3.772420928,0,2024-01-01 06:50:00,3.284646766,144.4097957,20.43623033,0,0.022745318280372028
5.976769618,258.952732,27267.98186,514.1189201,2.994671096,0,2024-01-01 06:55:00,3.076302747,160.5651059,23.72881513,0,0.019159223479825828
6.395359132,133.8342291,23827.27502,573.4002951,4.191217515,0,2024-01-01 07:00:00,3.183485129,143.0198897,14.16071774,0,0.02225903778612689
6.20964226,195.4177209,13116.70771,417.241656,3.612519615,0,2024-01-01 07:05:00,2.844092119,89.89068874,15.40517643,0,0.03163945185942737
6.762832522,232.0751766,27159.38435,465.4137746,4.916579161,0,2024-01-01 07:10:00,2.919645261,111.6810081,19.04172823,0,0.02614271943521255
9.918717064,199.1812511,21470.27831,430.5077069,3.385508444,0,2024-01-01 07:15:00,3.733805864,192.469987,20.88579263,0,0.01939941869482227
10.15544017,300.2924758,12652.36298,487.459131,5.00246726,0,2024-01-01 07:20:00,3.814992229,132.7381809,12.47251392,0,0.028740730083336555
8.721726711,206.3696824,28608.05208,506.9383527,2.555026904,0,2024-01-01 07:25:00,3.980914194,72.56253367,18.91196073,0,0.05486184112732898
7.080794504263196,197.9797828,17153.30616,575.1146944,4.383921814,0,2024-01-01 07:30:00,3.757493057,120.303974,16.22229254,0,0.03123332448685361
7.080794504263196,199.1078856,29721.91163,420.7095912,3.355164642,0,2024-01-01 07:35:00,3.537571596,130.1519413,21.24866124,0,0.027180321404856368
6.099646705,237.9199268,20416.841,291.1048366,3.172789769,0,2024-01-01 07:40:00,3.917148595,177.4471086,13.71022153,0,0.022075020697181424
9.02678772,253.2170742,27965.07215,588.3196505,2.019042018,0,2024-01-01 07:45:00,2.912097696,81.08414735,23.17331001,0,0.035914513393474075
6.953371603,203.1465468,11609.10905,551.1433372,3.651865808,0,2024-01-01 07:50:00,2.533277113,124.724778,17.14316045,0,0.020310937037707134
6.140877557,197.8760897,26687.87448,548.0727613,5.359460295,0,2024-01-01 07:55:00,3.327860258,134.1406957,23.14980404,0,0.02480872967471869
7.077874007,220.6705396,23873.37821,333.0507859,4.764508265,0,2024-01-01 08:00:00,3.632705884,143.0464327,20.56119652,0,0.025395291692583397
5.488314309,135.8023617,21485.1532,441.3311375,5.066786272,0,2024-01-01 08:05:00,3.025881338,138.487653,15.88366068,0,0.02184946652247764
7.205559175,120.3276153,24627.86756,418.4332899,3.710053126,0,2024-01-01 08:10:00,3.32116946,117.6365671,23.65706918,0,0.028232458170738307
9.177869866,163.2748283,20868.33122,426.9943932,3.108769988,0,2024-01-01 08:15:00,3.924280935,72.06102214,23.89881438,0,0.054457747315544806
4.270716195,166.8377085,24405.25053,349.5189104,3.763905903,0,2024-01-01 08:20:00,2.5687919,143.1208527,15.21120112,0,0.017948411091321007
7.348844512,223.2649397,11519.04653,494.1584341,4.880875156,0,2024-01-01 08:25:00,3.305895125,119.0178738,18.77149159,0,0.0277764592783374
8.52616987,175.6128363,11837.12336,474.2404823,5.083014142,0,2024-01-01 08:30:00,2.772820127,101.8500925,23.45182615,0,0.0272245224225005
7.080794504263196,169.0419175,36152.8209,590.7487872,3.995973787,0,2024-01-01 08:35:00,3.402903093,83.57735989,22.32685955,0,0.040715608838071904
2.612035915,188.8041257,34798.25259,468.0802666,4.76520537,0,2024-01-01 08:40:00,2.633053801,68.09538067,16.91168152,0,0.038667142691516145
8.490571562,204.1236484,22989.79639,435.0008983,3.875556805,0,2024-01-01 08:45:00,3.535592243,55.89682098,21.99115598,0,0.06325211668593894
7.080794504263196,213.5419323,22539.71161,463.3988471,3.398592587,0,2024-01-01 08:50:00,2.915316472,170.930192,21.22389536,0,0.017055597012375672
8.858401531,254.6175187,9624.300462,344.3033625,5.525726338,0,2024-01-01 08:55:00,3.226784478,142.7382157,15.53370459,0,0.022606310876001793
6.098156521,189.995846,27776.90105,245.859632,3.977362364,0,2024-01-01 09:00:00,2.699675393,153.0748258,22.66661009,0,0.017636312038187534
8.419970682,185.7189888,13237.9896,463.6472774,3.962478314,0,2024-01-01 09:05:00,3.17111855,129.89259,13.63705755,0,0.024413390709970444
9.286155021,222.6615514,12311.26837,353.7401,5.23998187,0,2024-01-01 09:10:00,3.345947638,176.1064979,11.33806493,0,0.018999569453138278
7.875895135,226.2847878,12710.24945,445.3741474,4.238589203,0,2024-01-01 09:15:00,3.210954912,103.2656455,19.7323426,0,0.031094125219020684
7.725332908,252.2654912,36477.73811,339.4113267,3.724836704,0,2024-01-01 09:20:00,3.380261677,161.8159211,16.47489319,0,0.020889549396755868
3.388090611,212.0289445,20230.12558,353.9129274,2.798600948,0,2024-01-01 09:25:00,3.849471096,141.1332833,13.66529733,0,0.02727543075588606
6.745306715,218.424637,21871.8387,373.0501016,3.90235259,0,2024-01-01 09:30:00,2.855840188,65.26737089,12.29288709,0,0.04375601696616771
7.080794504263196,190.4238985,28062.64189,263.7719135,5.629015636,0,2024-01-01 09:35:00,3.845148137,62.03506185,17.86767084,0,0.061983465839004395
7.183825723,261.8507998,14100.96899,290.4238384,4.597165512,0,2024-01-01 09:40:00,3.096783399,195.420565,22.98260689,0,0.01584676310295183
10.1119767,240.4321002,15331.30269,403.0418101,3.425763242,0,2024-01-01 09:45:00,3.584344145,173.129221,20.77685906,0,0.020703288123730425
7.397413299,122.5410399,8855.114121,489.8516004,3.14915751,0,2024-01-01 09:50:00,2.780565623,98.55188546,16.38154658,0,0.028214230605751015
7.812804388,196.583886,42550.84182,442.5457745,6.204846359,0,2024-01-01 09:55:00,3.415930064,93.29458299,18.71857332,0,0.036614452356426144
6.877456933,136.8792139,27433.58729,342.1963466,3.827650072,0,2024-01-01 10:00:00,2.577735305,100.4906417,12.01622015,0,0.02565149611339381
7.080794504263196,146.9702452,16367.45837,468.9450148,4.664350321,0,2024-01-01 10:05:00,3.714811669,88.19609821,20.22254083,0,0.04211990943357629
7.080794504263196,230.8094825,27418.78104,274.6605966,4.197595209,0,2024-01-01 10:10:00,3.409152822,169.1434175,11.60048875,0,0.020155397545990814
7.521051679,267.0596474,26865.37374,505.7093717,2.880785347,0,2024-01-01 10:15:00,2.686445835,159.6301213,24.07510685,0,0.01682919121480364
8.550875469,231.2487868,28918.41995,432.28527,3.772886607,0,2024-01-01 10:20:00,3.582394826,57.21419659,21.72271723,0,0.06261373993716338
10.30847766,217.2197464,27653.23518,382.9515048,3.285077052,0,2024-01-01 10:25:00,2.746398697,172.186208,19.97795831,0,0.015950166560378634
7.080794504263196,252.670469,29368.67418,465.2166206,5.052736766,0,2024-01-01 10:30:00,3.088667661,172.4899159,16.58702363,0,0.017906366554150545
7.371085073,207.7168244,24913.83717,363.1685384,4.412589537,0,2024-01-01 10:35:00,3.309671593,115.8117013,18.66229406,0,0.028578041388292775
11.18069466,228.3008604,16600.39275,504.0505391,3.809841654,0,2024-01-01 10:40:00,3.315329292,185.9708166,19.36356994,0,0.017827148111796805
6.506487767,202.2859379,17087.0769,481.7719343,3.548775589,0,2024-01-01 10:45:00,3.595823705,154.0576411,12.5009614,0,0.023340768295069005
6.643935775,151.8896001,10909.19459,437.9090052,3.812952926,0,2024-01-01 10:50:00,3.359726274,199.6538924,21.2860468,0,0.016827752435043437
5.03377399,155.3214775,34971.80748,500.6373262,3.244948477,0,2024-01-01 10:55:00,2.550298652,135.4834527,21.43688029,0,0.018823691020386876
6.912607562,155.7404952,17973.17886,439.6480512,2.612248953,0,2024-01-01 11:00:00,3.304722027,106.8232348,16.85500329,0,0.030936359802127993
7.977635991,245.8951304,32170.06916,473.6624528,3.5521295,0,2024-01-01 11:05:00,2.724876141,84.38770928,20.83378853,0,0.03228996454873316
6.078335837,197.5019119,35957.79218,360.0604774,4.201580906,0,2024-01-01 11:10:00,3.348262521,157.4268612,18.98544047,0,0.021268686267880695
6.242414484,191.9087295,28149.41179,448.2425267,4.508705098,0,2024-01-01 11:15:00,3.375087692,110.1277125,16.93008705,0,0.030647033479425084
6.06335479,160.7673113,14775.1456,327.2702387,3.467336915,0,2024-01-01 11:20:00,3.258833018,141.7181353,10.27165276,0,0.022995172855622522
8.129585514,177.8989666,27834.2177,397.0214276,3.362537135,0,2024-01-01 11:25:00,3.878125783,168.5126956,10.34533907,0,0.023013849307861885
9.562405944,202.0136426,13041.82914,433.3816667,3.762719837,0,2024-01-01 11:30:00,2.603382309,61.59815982,11.56370449,0,0.04226396237497213
8.167792632,200.9137547,27141.3629,525.5987875,4.289395484,0,2024-01-01 11:35:00,2.669857069,197.7261798,22.5834713,0,0.013502800042465594
8.594416135,270.0227059,15791.67535,672.5569992,3.568991708,0,2024-01-01 11:40:00,3.278257086,138.6913154,15.98504056,0,0.02363707544733547
7.080794504263196,167.3861273,20944.62081,566.339294,3.679795035,0,2024-01-01 11:45:00,3.681684833,140.5582298,11.7140095,0,0.02619330677569475
6.825467901,187.0517097,46140.12685,373.4272355,3.027449578,0,2024-01-01 11:50:00,3.019518992,102.0429803,21.06251872,0,0.029590658594278632
7.861177701,204.2742411,25145.02412,469.4869612,4.157656628,0,2024-01-01 11:55:00,2.872339664,136.6447931,12.48269976,0,0.021020483831374035
4.96577356,220.8486386,21802.7449,386.4133315,3.421766849,0,2024-01-01 12:00:00,2.830145821,81.90211765,17.72760524,0,0.03455522155232088
6.207432968,192.9370271,13442.60347,533.7958508,3.549298841,0,2024-01-01 12:05:00,3.121936186,62.80245021,24.95311378,0,0.04971042014381305
7.080794504263196,157.0012874,20067.10533,490.9097122,4.417559791,0,2024-01-01 12:10:00,3.140183358,169.9673033,15.24080499,0,0.018475220216075523
9.769251006,264.2656543,8471.677381,353.1964755,4.636556195,0,2024-01-01 12:15:00,3.381180406,94.10670188,20.710888,0,0.03592922011347827
9.63066548,152.8624335,23641.70257,417.1670729,4.920091158,0,2024-01-01 12:20:00,3.101144591,133.9460497,12.32860369,0,0.023152191482657812
5.187471605,104.752425,20060.07873,368.8154286,3.203257896,0,2024-01-01 12:25:00,3.629869331,90.84527821,23.46145615,0,0.0399566097712763
7.633570088,199.6529996,16312.15497,420.5341718,2.927066767,0,2024-01-01 12:30:00,2.734228896,157.3958343,19.88385913,0,0.017371672561476426
5.77119905,155.0508931,24909.44401,313.7019343,4.688959065,0,2024-01-01 12:35:00,2.79416965,125.8261819,18.9257347,0,0.02220658377936524
6.579969329,197.2269809,17657.08418,254.3932756,4.575931872,0,2024-01-01 12:40:00,3.479119162,85.72741716,11.49162089,0,0.040583506155406956
4.801154368,180.7728708,13556.7344,587.3950117,4.418638132,0,2024-01-01 12:45:00,3.710275223,194.3973978,24.16614588,0,0.019086033377963253
7.948815718,238.2364097,19129.45837,434.6554586,3.692250861,0,2024-01-01 12:50:00,3.844503728,51.95028853,11.28262796,0,0.07400351060186883
6.906992172,216.7852908,19991.23915,356.4591369,2.124759352,0,2024-01-01 12:55:00,3.374562341,113.2136826,23.39007567,0,0.02980701858204549
7.080794504263196,281.268667,22452.09081,395.3417753,4.444350199,0,2024-01-01 13:00:00,3.737660997,104.4588818,10.51342166,0,0.035781169897608454
7.080794504263196,190.7794599,12224.31051,399.2713589,3.463172548,0,2024-01-01 13:05:00,3.154189794,94.16986393,24.2267996,0,0.03349468356824459
8.461330874,212.5813664,34406.77645,477.3433686,3.771944146,0,2024-01-01 13:10:00,3.34866493,197.8050968,17.06598179,0,0.016929113476716037
7.726134808,233.9478637,21667.86874,472.2589937,3.720636904,0,2024-01-01 13:15:00,2.903016039,131.2451322,19.5021733,0,0.02211903779087359
7.080794504263196,247.6615733,19549.49934,438.8657751,3.777737414,0,2024-01-01 13:20:00,2.698414317,185.0858452,20.36832786,0,0.014579258149558377
8.927078148,241.875105,22821.25438,380.1972,4.601860959,0,2024-01-01 13:25:00,3.722581643,124.713613,11.007631,0,0.029849040160515598
6.20801554,153.2211063,17358.79637,481.1956735,4.334615732,0,2024-01-01 13:30:00,2.659868095,71.0027808,13.95525704,0,0.03746146369241922
6.128425635,141.4924095,9615.83271,415.0087369,4.633823862,0,2024-01-01 13:35:00,3.400775291,149.7555012,12.63056918,0,0.02270885051800688
7.080794504263196,202.2548328,11981.74019,416.5889058,2.678910713,0,2024-01-01 13:40:00,3.133054089,103.0807065,24.37940766,0,0.0303941852493997
7.308048848,274.7049505,14600.53952,415.6072778,3.696119712,0,2024-01-01 13:45:00,2.868023665,108.3943421,14.33040605,0,0.026459163914239026
7.080794504263196,170.0992357,39906.19027,515.386742,4.353238589,0,2024-01-01 13:50:00,3.415607001,192.3960196,15.9497406,0,0.01775300241710406
8.640886409,201.5687241,26473.71324,309.9832868,5.263101572,0,2024-01-01 13:55:00,2.822410568,54.67747026,13.93396066,0,0.05161926026531572
7.080794504263196,205.5094572,20406.92767,482.3300548,4.102529482,0,2024-01-01 14:00:00,3.434998826,121.1355963,15.16575598,0,0.02835664272864111
8.153210075,127.1448918,10280.9295,487.9083272,2.905788134,0,2024-01-01 14:05:00,3.152241008,86.96030499,22.28653477,0,0.03624919448433963
8.29372011,206.1604149,35216.38597,399.4836212,3.954715283,0,2024-01-01 14:10:00,3.385346,104.1460845,11.3737311,0,0.03250574437102338
7.080794504263196,233.850345,21136.28676,332.7375865,3.310858508,0,2024-01-01 14:15:00,3.535840349,128.1951001,11.30057818,0,0.02758171214221003
7.080794504263196,237.6773831,26009.07526,344.7679244,3.706601792,0,2024-01-01 14:20:00,2.525154408,196.4667158,19.5584737,1,0.012852835645558239
9.489972878,234.0699652,15513.74038,277.9700697,4.219967522,0,2024-01-01 14:25:00,3.91608901,55.91402171,20.58362759,0,0.07003769162431081
7.830976343,190.7990441,7695.063935,507.4454883,4.588784657,0,2024-01-01 14:30:00,3.209815177,96.92822848,11.80783868,0,0.033115380600010735
4.430281212,139.6857588,28862.25717,434.7812671,4.384565156,0,2024-01-01 14:35:00,3.956587368,191.6399734,17.11321325,0,0.020645939872584014
7.240739639,201.1868045,23783.09956,579.2203941,3.556297467,0,2024-01-01 14:40:00,3.283651864,146.6819976,19.75251026,0,0.022386195427706666
7.080794504263196,260.2053596,19517.7248,251.0208987,3.665521764,0,2024-01-01 14:45:00,3.827497535,129.5397699,16.61548243,0,0.02954689156816234
6.867301322,174.1849764,24112.15347,484.1229389,3.82359504,0,2024-01-01 14:50:00,3.309236939,168.6084747,14.78128754,0,0.01962675331052028
6.129637015,200.2781822,30989.94841,341.3885767,4.615886181,0,2024-01-01 14:55:00,2.119772671,132.5373606,16.92914276,1,0.015993774596111884
7.917049443,278.056321,27192.28056,358.7817362,3.659484625,0,2024-01-01 15:00:00,2.605044559,51.42281504,10.79025754,0,0.05065931448859086
6.511618075,181.8734217,29136.81462,475.3413507,4.850433708,0,2024-01-01 15:05:00,3.371135811,90.75304566,15.97431076,0,0.037146255384416814
5.323815584,232.36858,37625.75268,580.8977004,2.880721846,0,2024-01-01 15:10:00,3.606373452,85.81657187,11.6571117,0,0.04202420783555823
6.769572869,168.9370725,11067.18115,289.5424601,5.22054027,0,2024-01-01 15:15:00,3.573329973,138.3662802,14.15898469,0,0.025825150230496693
5.87797404,141.6152867,13652.2932,538.4954044,4.032259504,0,2024-01-01 15:20:00,3.087445211,68.66563359,24.34623546,0,0.04496347080163889
9.534021716,201.955208,9472.61492,259.6368031,2.768238928,0,2024-01-01 15:25:00,3.973495773,182.6298467,19.0119767,0,0.021757099646078824
